Name,t_del(days),Freq(GHz),Flux_mjy,Flux-err_mJy,Distance_mpc,Ref,Redshift
GRB 090427,11.72,8.46,0.038,0.019,,"Chandra,2010",8.26
GRB 090428,12.66,8.46,0.087,0.023,,"Chandra,2010",8.26
GRB 090429,15.72,8.46,0.005,0.018,,"Chandra,2010",8.26
GRB 090430,16.75,8.46,0.073,0.018,,"Chandra,2010",8.26
GRB 090431,19.66,8.46,0.029,0.018,,"Chandra,2010",8.26
GRB 090432,20.77,8.46,0.088,0.021,,"Chandra,2010",8.26
GRB 090433,21.72,8.46,0.007,0.015,,"Chandra,2010",8.26
GRB 090434,26.8,8.46,0.042,0.018,,"Chandra,2010",8.26
GRB 090435,33.79,8.46,0.078,0.019,,"Chandra,2010",8.26
GRB 090436,38.78,8.46,0.044,0.018,,"Chandra,2010",8.26
GRB 090437,57.67,8.46,0.019,0.021,,"Chandra,2010",8.26
GRB 090438,63.75,8.46,0.049,0.019,,"Chandra,2010",8.26
GRB 090902B,1.48,8.46,0.141,0.039,,"Cenko, 2011",1.883
GRB 090902B,4.59,8.46,0.013,0.031,,"Cenko, 2011",1.883
GRB 090902B,5.59,8.46,0.13,0.034,,"Cenko, 2011",1.883
GRB 090902B,7.69,8.46,0.01,0.032,,"Cenko, 2011",1.883
GRB 090902B,8.59,8.46,0.08,0.032,,"Cenko, 2011",1.883
GRB 090902B,10.64,8.46,0.099,0.031,,"Cenko, 2011",1.883
GRB 090902B,11.6,8.46,0.071,0.033,,"Cenko, 2011",1.883
GRB 090902B,15.5,8.46,0.052,0.032,,"Cenko, 2011",1.883
GRB 090902B,16.46,8.46,0.089,0.036,,"Cenko, 2011",1.883
GRB 090902B,22.51,8.46,0.026,0.029,,"Cenko, 2011",1.883
GRB 090902B,24.5,8.46,0.067,0.029,,"Cenko, 2011",1.883
GRB 090902B,34.43,8.46,0.038,0.028,,"Cenko, 2011",1.883
GRB 090902B,36.43,8.46,0.066,0.027,,"Cenko, 2011",1.883
GRB 090902B,39.23,8.46,0.021,0.031,,"Cenko, 2011",1.883
GRB 090902B,65.44,8.46,0.009,0.02,,"Cenko, 2011",1.883
GRB 090902B,66.31,8.46,0.022,0.019,,"Cenko, 2011",1.883
GRB 090902B,67.54,8.46,0.048,0.019,,"Cenko, 2011",1.883
GRB 090902B,73.42,8.46,0.031,0.021,,"Cenko, 2011",1.883
GRB 090902B,199.16,8.46,0.018,0.016,,"Cenko, 2011",1.883
GRB 100418A,3.0,8.46,0.458,0.02,,"Moin,2013",0.62
GRB 100418A,6.0,8.46,0.289,0.022,,"Moin,2013",0.62
GRB 100418A,12.0,8.46,0.516,0.022,,"Moin,2013",0.62
GRB 100418A,18.0,8.46,0.537,0.02,,"Moin,2013",0.62
GRB 100418A,26.0,8.46,0.847,0.023,,"Moin,2013",0.62
GRB 100418A,33.0,8.46,1.028,0.037,,"Moin,2013",0.62
GRB 100418A,38.0,9.0,1.37,0.18,,"Moin,2013",0.62
GRB 100418A,48.0,8.46,1.454,0.021,,"Moin,2013",0.62
GRB 100418A,56.0,8.46,0.923,0.032,,"Moin,2013",0.62
GRB 100418A,65.0,8.4,0.89,0.05,,"Moin,2013",0.62
GRB 100418A,67.0,9.0,1.6,0.2,,"Moin,2013",0.62
GRB 100418A,80.0,8.46,0.526,0.041,,"Moin,2013",0.62
GRB 100418A,95.0,8.46,0.641,0.037,,"Moin,2013",0.62
GRB 100418A,157.0,8.46,0.366,0.053,,"Moin,2013",0.62
GRB 100418A,353.0,7.9,0.332,0.02,,"Moin,2013",0.62
GRB 100418A,391.0,7.9,0.105,0.026,,"Moin,2013",0.62
GRB 100418A,721.0,7.9,0.081,0.034,,"Moin,2013",0.62
GRB 100621A,4.091,9.0,0.15,0.028,,"Greiner, 2013",0.542
GRB 100621A,4.9451,9.0,0.127,0.045,,"Greiner, 2013",0.542
GRB 100621A,26.2083,9.0,0.049,0.1,,"Greiner, 2013",0.542
GRB11209A,5.0,9.0,0.97,0.06,,"Hancock,2012",0.677
GRB 130427A ,9.95608,8.46,0.385,0.028,,"Perley, 2014",0.34
GRB 130427A ,17.92385,8.5,0.332,0.072,,"Perley, 2014",0.34
GRB 130427A ,27.668,9.77,0.243,0.016,,"Perley, 2014",0.34
GRB 130427A ,59.80989,8.46,0.109,0.03,,"Perley, 2014",0.34
GRB 130925A,2.0,9.5,0.293,0.014,,"Horesh,2015",0.347
GRB 130925A,9.0,9.5,0.203,0.01,,"Horesh,2015",0.347
GRB 130925A,58.0,9.5,0.056,0.015,,"Horesh,2015",0.347
GRB 130925A,74.0,9.0,0.056,0.005,,"Horesh,2015",0.347
GRB 130925A,94.0,9.0,0.034,0.007,,"Horesh,2015",0.347
GRB 130925A,108.0,9.0,0.041,0.006,,"Horesh,2015",0.347
GRB 221009A,79.6,9.0,0.42,0.03,,"O'Connor, 2023",0.151
GRB 221009A,3.4651,9.0,9.869,0.068,,"Laskar,2023",0.151
GRB 221009A,6.4352,9.0,7.3193,0.0417,,"Laskar,2023",0.151
GRB 221009A,12.4387,9.0,3.5399,0.1398,,"Laskar,2023",0.151
GRB 221009A,17.4849,9.0,2.695,0.0375,,"Laskar,2023",0.151
GRB 221009A,28.3337,9.0,1.833,0.0289,,"Laskar,2023",0.151
GRB 221009A,52.4913,9.0,1.344,0.0294,,"Laskar,2023",0.151
GRB 221009A,76.4365,9.0,0.8253,0.038,,"Laskar,2023",0.151
GRB 221009A,12.404,8.3,3.02,0.077,,"Laskar,2023",0.151
GRB 221009A,21.393,8.3,2.122,0.045,,"Laskar,2023",0.151
GRB 221009A,36.3,8.3,1.347,0.047,,"Laskar,2023",0.151
GRB 221009A,64.208,8.3,0.886,0.082,,"Laskar,2023",0.151
GRB 221009A,5.429,8.0,7.79,0.92,,"Rhodes, 2024",0.151
GRB 221009A,5.429,10.0,7.4,1.13,,"Rhodes, 2024",0.151
GRB 221009A,7.449,8.0,7.64,0.86,,"Rhodes, 2024",0.151
GRB 221009A,7.449,10.0,7.48,0.93,,"Rhodes, 2024",0.151
GRB 221009A,10.47,8.0,4.47,0.59,,"Rhodes, 2024",0.151
GRB 221009A,10.47,10.0,4.56,0.81,,"Rhodes, 2024",0.151
GRB 221009A,14.493,8.0,2.84,0.46,,"Rhodes, 2024",0.151
GRB 221009A,14.493,10.0,3.38,0.68,,"Rhodes, 2024",0.151
GRB 221009A,22.534,8.0,2.12,0.39,,"Rhodes, 2024",0.151
GRB 221009A,22.534,10.0,3.8,0.64,,"Rhodes, 2024",0.151
GRB 221009A,34.803,8.23,1.82,0.16,,"Rhodes, 2024",0.151
GRB 221009A,34.803,8.74,1.79,0.17,,"Rhodes, 2024",0.151
GRB 221009A,34.803,9.0,1.7,0.15,,"Rhodes, 2024",0.151
GRB 221009A,34.803,9.26,1.6,0.16,,"Rhodes, 2024",0.151
GRB 221009A,34.803,9.77,1.72,0.17,,"Rhodes, 2024",0.151
GRB 221009A,42.679,9.0,1.15,0.1,,"Rhodes, 2024",0.151
GRB 221009A,71.67,8.23,0.52,0.07,,"Rhodes, 2024",0.151
GRB 221009A,71.67,8.74,0.49,0.07,,"Rhodes, 2024",0.151
GRB 221009A,71.67,9.0,0.45,0.04,,"Rhodes, 2024",0.151
GRB 221009A,71.67,9.26,0.45,0.06,,"Rhodes, 2024",0.151
GRB 221009A,71.67,9.77,0.34,0.07,,"Rhodes, 2024",0.151
GRB 221009A,79.596,8.23,0.47,0.07,,"Rhodes, 2024",0.151
GRB 221009A,79.596,8.74,0.49,0.07,,"Rhodes, 2024",0.151
GRB 221009A,79.596,9.0,0.46,0.05,,"Rhodes, 2024",0.151
GRB 221009A,79.596,9.0,0.42,0.03,,"Rhodes, 2024",0.151
GRB 221009A,79.596,9.26,0.46,0.07,,"Rhodes, 2024",0.151
GRB 221009A,79.596,9.77,0.45,0.06,,"Rhodes, 2024",0.151
GRB 221009A,109.534,9.0,0.46,0.01,,"Rhodes, 2024",0.151
GRB 221009A,157.883,9.0,0.42,0.05,,"Rhodes, 2024",0.151
GRB 221009A,234.188,9.0,0.19,0.01,,"Rhodes, 2024",0.151
GRB 221009A,475.391,9.0,0.1,0.02,,"Rhodes, 2024",0.151
GRB 140311A,4.55,8.5,0.173,0.016,,"Laskar, 2018",4.95
GRB 140311A,9.499,8.5,0.083,0.016,,"Laskar, 2018",4.95
GRB 140311A,18.493,8.5,0.055,0.016,,"Laskar, 2018",4.95
GRB 140311A,43.377,8.5,0.109,0.017,,"Laskar, 2018",4.95
GRB 160509A,0.3514,8.5,0.0438,0.0291,,"Laskar,2016",1.17
GRB 160509A,1.1528,8.5,0.6647,0.0229,,"Laskar,2016",1.17
GRB 160509A,2.9781,8.5,1.049,0.0171,,"Laskar,2016",1.17
GRB 160509A,4.06,8.5,1.0449,0.0186,,"Laskar,2016",1.17
GRB 160509A,6.0,8.5,0.2674,0.018,,"Laskar,2016",1.17
GRB 160509A,10.03,8.5,0.1552,0.032,,"Laskar,2016",1.17
GRB 160509A,19.95,8.5,0.0894,0.0193,,"Laskar,2016",1.17
